Food_id,Food,Quantity,Measure,weight,unit,prep,GI,Water,Water (DV),Energy,Energy (DV),"Protein
(8g x body 
weight)",Protein (DV),"Total lipid 
(fat)",Total lipid (DV),Carbs,Carbs (DV),Fiber,Fiber (DV),"Sugars, 
total",Sugar (DV),Boron,Boron (DV),Calcium,Calcium (DV),Chloride,Chloride (DV),Chromium,Chromium (DV),Copper,Copper (DV),Fluoride,Fluoride (DV),Iodine,Iodine (DV),Iron,Iron (DV),Magnesium,Magnesium (DV),Manganese,Manganese (DV),Molybdenum,Molybdenum (DV),"Phosphorus, P",Phosphorus (DV),"Potassium, K",Potassium (DV),Selenium,Selenium (DV),Sodium,Sodium (DV),Zinc,Zinc (DV),Thiamin-B1,Thiamin-1 (DV),Riboflavin-B2,Riboflavin (DV),Niacin-B3,Niacin -B3 (DV),B-6,B-6 (DV),B-12,B12 (DV),Biotin-B7,Biotin-B7 (DV),Choline,"Choline
 (DV)","Folate, 
(B9)",Folate (DV),Pantothenic,"Pantothenic
 (DV)",Vitamin-C,Vitamin-C (DV),"Vitamin-A, 
RAE",Vitamin-A (DV),"Vitamin-D
 (IU)",Vitamin-D (DV),"Vitamin E 
(ATEl)",Vitamin E ATE-(DV),"Fatty acids, 
total saturated",Fatty saturated (DV),"Fatty acids, 
total mono","Fatty acids, 
total mono (DV)","Fatty acids, 
total poly","Fatty acids, 
total poly (DV)","Fatty acids, 
total trans","Fatty acids (DV)
total trans",Cholesterol,"Cholesterol 
(DV)",omega-3,"omega-3
(DV)",omega-6,"omega-6 
(DV)",Alanine,Arginine,Aspartic Acid,Cystenine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
23,Pecans_1_cup,0.75,cup,100,grams,raw,low,3.52,0.00176,691,0.3455,9.17,0.16375,71.97,0.888518519,13.86,0.0462,9.6,0.384,3.97,0.0794,0,0,70,0.07,0,0,0,0,1.2,1.333333333,0,0,0,0,2.53,0.140555556,121,0.3025,0,0,0,0,277,0.395714286,410,0.117142857,3.8,0.069090909,0,0,4.53,0.411818182,0.66,0.55,0.13,0.1,1.17,0.073125,0.21,0.123529412,0,0,0,0,40.5,0.095294118,22,0.055,0,0,1.1,0.014666667,3,0.003333333,0,0,1.4,0.093333333,6.18,0.280909091,40.8,2.4,21.61,1.271176471,0,0,0,0,0.99,0.4125,20.63,2.865277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Pecans_p125_cup,0.125,cup,16.66666667,grams,raw,low,0.586666667,0.000293333,115.1666667,0.057583333,1.528333333,0.027291667,11.995,0.14808642,2.31,0.0077,1.6,0.064,0.661666667,0.013233333,0,0,11.66666667,0.011666667,0,0,0,0,0.2,0.222222222,0,0,0,0,0.421666667,0.023425926,20.16666667,0.050416667,0,0,0,0,46.16666667,0.065952381,68.33333333,0.01952381,0.633333333,0.011515152,0,0,0.755,0.068636364,0.11,0.091666667,0.021666667,0.016666667,0.195,0.0121875,0.035,0.020588235,0,0,0,0,6.75,0.015882353,3.666666667,0.009166667,0,0,0.183333333,0.002444444,0.5,0.000555556,0,0,0.233333333,0.015555556,1.03,0.046818182,6.8,0.4,3.601666667,0.211862745,0,0,0,0,0.165,0.06875,3.438333333,0.477546296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Kale_1_cup,1,cup,130,grams,raw,very low,118,0.059,36,0.018,2.5,0.044642857,0.52,0.006419753,7.32,0.0244,2.6,0.104,1.62,0.0324,0,0,94,0.094,0,0,0,0,0.2,0.222222222,0,0,0,0,0.2,0.011111111,23.4,0.0585,0.54,0.27,0,0,36.4,0.052,296,0.084571429,1.17,0.021272727,30,0.02,0.31,0.028181818,0.07,0.058333333,0.09,0.069230769,0.65,0.040625,0.18,0.105882353,0,0,0,0,0.52,0.001223529,16.9,0.04225,0.06,0.012,53.3,0.710666667,885,0.983333333,0,0,1.11,0.074,0.07,0.003181818,0.04,0.002352941,0.25,0.014705882,0,0,0,0,0.13,0.054166667,0.1,0.013888889,0.12,0.14,0.22,0.03,0.28,0.12,0.05,0.15,0.17,0.15,0.02,0.13,0.15,0.1,0.11,0.03,0.09,0.14
26,Kale_p5_cup,0.5,cup,65,grams,raw,very low,59,0.0295,18,0.009,1.25,0.022321429,0.26,0.003209877,3.66,0.0122,1.3,0.052,0.81,0.0162,0,0,47,0.047,0,0,0,0,0.1,0.111111111,0,0,0,0,0.1,0.005555556,11.7,0.02925,0.27,0.135,0,0,18.2,0.026,148,0.042285714,0.585,0.010636364,15,0.01,0.155,0.014090909,0.035,0.029166667,0.045,0.034615385,0.325,0.0203125,0.09,0.052941176,0,0,0,0,0.26,0.000611765,8.45,0.021125,0.03,0.006,26.65,0.355333333,442.5,0.491666667,0,0,0.555,0.037,0.035,0.001590909,0.02,0.001176471,0.125,0.007352941,0,0,0,0,0.065,0.027083333,0.05,0.006944444,0.06,0.07,0.11,0.015,0.14,0.06,0.025,0.075,0.085,0.075,0.01,0.065,0.075,0.05,0.055,0.015,0.045,0.07
27,Kale_p25_cup,0.25,cup,32.5,grams,raw,very low,29.5,0.01475,9,0.0045,0.625,0.011160714,0.13,0.001604938,1.83,0.0061,0.65,0.026,0.405,0.0081,0,0,23.5,0.0235,0,0,0,0,0.05,0.055555556,0,0,0,0,0.05,0.002777778,5.85,0.014625,0.135,0.0675,0,0,9.1,0.013,74,0.021142857,0.2925,0.005318182,7.5,0.005,0.0775,0.007045455,0.0175,0.014583333,0.0225,0.017307692,0.1625,0.01015625,0.045,0.026470588,0,0,0,0,0.13,0.000305882,4.225,0.0105625,0.015,0.003,13.325,0.177666667,221.25,0.245833333,0,0,0.2775,0.0185,0.0175,0.000795455,0.01,0.000588235,0.0625,0.003676471,0,0,0,0,0.0325,0.013541667,0.025,0.003472222,0.03,0.035,0.055,0.0075,0.07,0.03,0.0125,0.0375,0.0425,0.0375,0.005,0.0325,0.0375,0.025,0.0275,0.0075,0.0225,0.035
28,Spinach_p5_cup,0.5,cup,90,grams,raw,very low,82,0.041,20.5,0.01025,2.68,0.047857143,0.24,0.002962963,3.38,0.011266667,2.16,0.0864,0.39,0.0078,111,0.037,122.5,0.1225,50.5,0.02525,0,0,0.16,0.177777778,0.04,0.01,1.8,0.012,3.22,0.178888889,78.5,0.19625,0.84,0.42,0,0,50.5,0.072142857,419.5,0.119857143,1.35,0.024545455,63,0.042,0.69,0.062727273,0.09,0.075,0.21,0.161538462,1.04,0.065,0.22,0.129411765,0,0,0.09,0.003,17.7,0.041647059,131,0.3275,0.13,0.026,8.8,0.117333333,471,0.523333333,0,0,1.82,0.121333333,0.04,0.001818182,0.005,0.000294118,0.1,0.005882353,0,0,0,0,0.085,0.035416667,0.015,0.002083333,0.13,0.15,0.22,0.03,0.32,0.12,0.06,0.13,0.21,0.16,0.05,0.12,0.11,0.1,0.12,0.035,0.1,0.15
29,Spinach_p25_cup,0.25,cup,45,grams,cooked,very low,41,0.0205,10.25,0.005125,1.34,0.023928571,0.12,0.001481481,1.69,0.005633333,1.08,0.0432,0.195,0.0039,55.5,0.0185,61.25,0.06125,25.25,0.012625,0,0,0.08,0.088888889,0.02,0.005,0.9,0.006,1.61,0.089444444,39.25,0.098125,0.42,0.21,0,0,25.25,0.036071429,209.75,0.059928571,0.675,0.012272727,31.5,0.021,0.345,0.031363636,0.045,0.0375,0.105,0.080769231,0.52,0.0325,0.11,0.064705882,0,0,0.045,0.0015,8.85,0.020823529,65.5,0.16375,0.065,0.013,4.4,0.058666667,235.5,0.261666667,0,0,0.91,0.060666667,0.02,0.000909091,0.0025,0.000147059,0.05,0.002941176,0,0,0,0,0.0425,0.017708333,0.0075,0.001041667,0.065,0.075,0.11,0.015,0.16,0.06,0.03,0.065,0.105,0.08,0.025,0.06,0.055,0.05,0.06,0.0175,0.05,0.075
30,Avocado_p5_cup,0.5,cup,75,grams,raw,very low,55,0.0275,120,0.06,1.5,0.026785714,11,0.135802469,6.4,0.021333333,5,0.2,0.5,0.01,834,0.278,9,0.009,4.5,0.00225,0,0,0.14,0.155555556,0.01,0.0025,1.5,0.01,0.41,0.022777778,22,0.055,0.11,0.055,0,0,39,0.055714286,363,0.103714286,0.3,0.005454545,5.25,0.0035,0.48,0.043636364,0.05,0.041666667,0.1,0.076923077,1.3,0.08125,0.2,0.117647059,0,0,2.7,0.09,10.65,0.025058824,61,0.1525,1.04,0.208,7.5,0.1,5.48,0.006088889,0,0,1.55,0.103333333,1.6,0.072727273,7.35,0.432352941,1.36,0.08,0,0,0,0,0.1,0.041666667,1.26,0.175,0.08,0.07,0.18,0.02,0.22,0.08,0.04,0.07,0.11,0.1,0.03,0.08,0.08,0.09,0.06,0.02,0.04,0.08
31,Avocado_p25_cup,0.25,cup,37.5,grams,raw,very low,27.5,0.01375,60,0.03,0.75,0.013392857,5.5,0.067901235,3.2,0.010666667,2.5,0.1,0.25,0.005,417,0.139,4.5,0.0045,2.25,0.001125,0,0,0.07,0.077777778,0.005,0.00125,0.75,0.005,0.205,0.011388889,11,0.0275,0.055,0.0275,0,0,19.5,0.027857143,181.5,0.051857143,0.15,0.002727273,2.625,0.00175,0.24,0.021818182,0.025,0.020833333,0.05,0.038461538,0.65,0.040625,0.1,0.058823529,0,0,1.35,0.045,5.325,0.012529412,30.5,0.07625,0.52,0.104,3.75,0.05,2.74,0.003044444,0,0,0.775,0.051666667,0.8,0.036363636,3.675,0.216176471,0.68,0.04,0,0,0,0,0.05,0.020833333,0.63,0.0875,0.04,0.035,0.09,0.01,0.11,0.04,0.02,0.035,0.055,0.05,0.015,0.04,0.04,0.045,0.03,0.01,0.02,0.04
32,Cucumber_p25_cup,0.25,cup,26,grams,raw,very low,25,0.0125,3.9,0.00195,0.17,0.003035714,0.0275,0.000339506,0.95,0.003166667,0.13,0.0052,0.435,0.0087,0,0,4.16,0.00416,0,0,0,0,0.01,0.011111111,0,0,0,0,0.0725,0.004027778,3.38,0.00845,0.02,0.01,1.3,0.028888889,6.25,0.008928571,38.25,0.010928571,0.0775,0.001409091,0.52,0.000346667,0.0525,0.004772727,0.0075,0.00625,0.0075,0.005769231,0.025,0.0015625,0.01,0.005882353,0,0,0.235,0.007833333,1.56,0.003670588,1.82,0.00455,0.0675,0.0135,0.7275,0.0097,1.365,0.001516667,0,0,0.0075,0.0005,0.01,0.000454545,0.0025,0.000147059,0.0075,0.000441176,0,0,0,0,0.0025,0.001041667,0.0075,0.001041667,0.005,0.0125,0.01,0,0.05,0.005,0.0025,0.005,0.0075,0.0075,0.0025,0.005,0.005,0.005,0.005,0.0025,0.0025,0.005
33,Cucumber_p5_cup,0.5,cup,52,grams,raw,very low,50,0.025,7.8,0.0039,0.34,0.006071429,0.055,0.000679012,1.9,0.006333333,0.26,0.0104,0.87,0.0174,0,0,8.32,0.00832,0,0,0,0,0.02,0.022222222,0,0,0,0,0.145,0.008055556,6.76,0.0169,0.04,0.02,2.6,0.057777778,12.5,0.017857143,76.5,0.021857143,0.155,0.002818182,1.04,0.000693333,0.105,0.009545455,0.015,0.0125,0.015,0.011538462,0.05,0.003125,0.02,0.011764706,0,0,0.47,0.015666667,3.12,0.007341176,3.64,0.0091,0.135,0.027,1.455,0.0194,2.73,0.003033333,0,0,0.015,0.001,0.02,0.000909091,0.005,0.000294118,0.015,0.000882353,0,0,0,0,0.005,0.002083333,0.015,0.002083333,0.01,0.025,0.02,0,0.1,0.01,0.005,0.01,0.015,0.015,0.005,0.01,0.01,0.01,0.01,0.005,0.005,0.01
34,Cucumber_1_cup,1,cup,104,grams,raw,very low,100,0.05,15.6,0.0078,0.68,0.012142857,0.11,0.001358025,3.8,0.012666667,0.52,0.0208,1.74,0.0348,0,0,16.64,0.01664,0,0,0,0,0.04,0.044444444,0,0,0,0,0.29,0.016111111,13.52,0.0338,0.08,0.04,5.2,0.115555556,25,0.035714286,153,0.043714286,0.31,0.005636364,2.08,0.001386667,0.21,0.019090909,0.03,0.025,0.03,0.023076923,0.1,0.00625,0.04,0.023529412,0,0,0.94,0.031333333,6.24,0.014682353,7.28,0.0182,0.27,0.054,2.91,0.0388,5.46,0.006066667,0,0,0.03,0.002,0.04,0.001818182,0.01,0.000588235,0.03,0.001764706,0,0,0,0,0.01,0.004166667,0.03,0.004166667,0.02,0.05,0.04,0,0.2,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02
35,Tomato_1_cup,1,cup,180,grams,raw,very low,170,0.085,32,0.016,1.58,0.028214286,0.36,0.004444444,7,0.023333333,2.2,0.088,4.7,0.094,0,0,18,0.018,108,0.054,1.3,0.037142857,0.11,0.122222222,0,0,0,0,0.5,0.027777778,20,0.05,0.21,0.105,9,0.2,43.2,0.061714286,427,0.122,0,0,9,0.006,0.31,0.028181818,0.07,0.058333333,0.03,0.023076923,1.07,0.066875,0.14,0.082352941,0,0,7.2,0.24,12,0.028235294,27,0.0675,0.16,0.032,25,0.333333333,75,0.083333333,0,0,0.97,0.064666667,0.05,0.002272727,0.06,0.003529412,0.15,0.008823529,0,0,0,0,0.01,0.004166667,0.14,0.019444444,0.05,0.04,0.24,0.02,0.78,0.03,0.03,0.03,0.04,0.05,0.01,0.05,0.03,0.05,0.05,0.01,0.03,0.03
36,Tomato_p5_cup,0.5,cup,90,grams,raw,very low,85,0.0425,16,0.008,0.79,0.014107143,0.18,0.002222222,3.5,0.011666667,1.1,0.044,2.35,0.047,0,0,9,0.009,54,0.027,0.65,0.018571429,0.055,0.061111111,0,0,0,0,0.25,0.013888889,10,0.025,0.105,0.0525,4.5,0.1,21.6,0.030857143,213.5,0.061,0,0,4.5,0.003,0.155,0.014090909,0.035,0.029166667,0.015,0.011538462,0.535,0.0334375,0.07,0.041176471,0,0,3.6,0.12,6,0.014117647,13.5,0.03375,0.08,0.016,12.5,0.166666667,37.5,0.041666667,0,0,0.485,0.032333333,0.025,0.001136364,0.03,0.001764706,0.075,0.004411765,0,0,0,0,0.005,0.002083333,0.07,0.009722222,0.025,0.02,0.12,0.01,0.39,0.015,0.015,0.015,0.02,0.025,0.005,0.025,0.015,0.025,0.025,0.005,0.015,0.015
37,Tomato_p25_cup,0.25,cup,45,grams,raw,very low,42.5,0.02125,8,0.004,0.395,0.007053571,0.09,0.001111111,1.75,0.005833333,0.55,0.022,1.175,0.0235,0,0,4.5,0.0045,27,0.0135,0.325,0.009285714,0.0275,0.030555556,0,0,0,0,0.125,0.006944444,5,0.0125,0.0525,0.02625,2.25,0.05,10.8,0.015428571,106.75,0.0305,0,0,2.25,0.0015,0.0775,0.007045455,0.0175,0.014583333,0.0075,0.005769231,0.2675,0.01671875,0.035,0.020588235,0,0,1.8,0.06,3,0.007058824,6.75,0.016875,0.04,0.008,6.25,0.083333333,18.75,0.020833333,0,0,0.2425,0.016166667,0.0125,0.000568182,0.015,0.000882353,0.0375,0.002205882,0,0,0,0,0.0025,0.001041667,0.035,0.004861111,0.0125,0.01,0.06,0.005,0.195,0.0075,0.0075,0.0075,0.01,0.0125,0.0025,0.0125,0.0075,0.0125,0.0125,0.0025,0.0075,0.0075
38,Onion_p25_medium,0.25,medium,52.5,grams,cooked,low,46.25,0.023125,23,0.0115,0.715,0.012767857,0.1,0.001234568,5.325,0.01775,0.735,0.0294,2.4825,0.04965,0,0,11.5,0.0115,3.15,0.001575,0,0,0.035,0.038888889,0,0,1.05,0.007,0.125,0.006944444,5.775,0.0144375,0.08,0.04,0,0,18.5,0.026428571,87.25,0.024928571,0.325,0.005909091,1.575,0.00105,0.11,0.01,0.0225,0.01875,0.0125,0.009615385,0.0875,0.00546875,0.0675,0.039705882,0,0,2,0.066666667,3.57,0.0084,8,0.02,0.06,0.012,2.73,0.0364,0.0525,5.83E-05,0,0,0.01,0.000666667,0.0175,0.000795455,0.015,0.000882353,0.0375,0.002205882,0,0,0,0,0.0025,0.001041667,0.0375,0.005208333,0.02,0.095,0.04,0.0125,0.115,0.03,0.0125,0.025,0.025,0.035,0.005,0.0175,0.0225,0.02,0.0175,0.01,0.0175,0.0175
39,Onion_p5_medium,0.5,medium,105,grams,cooked,low,92.5,0.04625,46,0.023,1.43,0.025535714,0.2,0.002469136,10.65,0.0355,1.47,0.0588,4.965,0.0993,0,0,23,0.023,6.3,0.00315,0,0,0.07,0.077777778,0,0,2.1,0.014,0.25,0.013888889,11.55,0.028875,0.16,0.08,0,0,37,0.052857143,174.5,0.049857143,0.65,0.011818182,3.15,0.0021,0.22,0.02,0.045,0.0375,0.025,0.019230769,0.175,0.0109375,0.135,0.079411765,0,0,4,0.133333333,7.14,0.0168,16,0.04,0.12,0.024,5.46,0.0728,0.105,0.000116667,0,0,0.02,0.001333333,0.035,0.001590909,0.03,0.001764706,0.075,0.004411765,0,0,0,0,0.005,0.002083333,0.075,0.010416667,0.04,0.19,0.08,0.025,0.23,0.06,0.025,0.05,0.05,0.07,0.01,0.035,0.045,0.04,0.035,0.02,0.035,0.035
40,Onion_1_medium,1,medium,210,grams,cooked,low,185,0.0925,92,0.046,2.86,0.051071429,0.4,0.004938272,21.3,0.071,2.94,0.1176,9.93,0.1986,0,0,46,0.046,12.6,0.0063,0,0,0.14,0.155555556,0,0,4.2,0.028,0.5,0.027777778,23.1,0.05775,0.32,0.16,0,0,74,0.105714286,349,0.099714286,1.3,0.023636364,6.3,0.0042,0.44,0.04,0.09,0.075,0.05,0.038461538,0.35,0.021875,0.27,0.158823529,0,0,8,0.266666667,14.28,0.0336,32,0.08,0.24,0.048,10.92,0.1456,0.21,0.000233333,0,0,0.04,0.002666667,0.07,0.003181818,0.06,0.003529412,0.15,0.008823529,0,0,0,0,0.01,0.004166667,0.15,0.020833333,0.08,0.38,0.16,0.05,0.46,0.12,0.05,0.1,0.1,0.14,0.02,0.07,0.09,0.08,0.07,0.04,0.07,0.07
41,Carrots_1_cup,1,cup,122,grams,raw,low,108,0.054,50,0.025,1.13,0.020178571,0.3,0.003703704,11.7,0.039,3.4,0.136,5.8,0.116,315,0.105,40.3,0.0403,0,0,0.5,0.014285714,0.05,0.055555556,0,0,0,0,0.4,0.022222222,14.6,0.0365,0.17,0.085,6.1,0.135555556,43,0.061428571,390.4,0.111542857,0.12,0.002181818,84.1,0.056066667,0.3,0.027272727,0.08,0.066666667,0.07,0.053846154,1.2,0.075,0.17,0.1,0,0,6.1,0.203333333,10.7,0.025176471,23.1,0.05775,0.33,0.066,7.2,0.096,1019,1.132222222,0,0,0.81,0.054,0.05,0.002272727,0.02,0.001176471,0.14,0.008235294,0,0,0,0,0,0,0.14,0.019444444,0.07,0.06,0.13,0.05,0.24,0.03,0.03,0.05,0.07,0.07,0.01,0.04,0.04,0.04,0.13,0.01,0.03,0.05
42,Carrots_p5_cup,0.5,cup,61,grams,raw,low,54,0.027,25,0.0125,0.565,0.010089286,0.15,0.001851852,5.85,0.0195,1.7,0.068,2.9,0.058,157.5,0.0525,20.15,0.02015,0,0,0.25,0.007142857,0.025,0.027777778,0,0,0,0,0.2,0.011111111,7.3,0.01825,0.085,0.0425,3.05,0.067777778,21.5,0.030714286,195.2,0.055771429,0.06,0.001090909,42.05,0.028033333,0.15,0.013636364,0.04,0.033333333,0.035,0.026923077,0.6,0.0375,0.085,0.05,0,0,3.05,0.101666667,5.35,0.012588235,11.55,0.028875,0.165,0.033,3.6,0.048,509.5,0.566111111,0,0,0.405,0.027,0.025,0.001136364,0.01,0.000588235,0.07,0.004117647,0,0,0,0,0,0,0.07,0.009722222,0.035,0.03,0.065,0.025,0.12,0.015,0.015,0.025,0.035,0.035,0.005,0.02,0.02,0.02,0.065,0.005,0.015,0.025
43,Carrots_p75_cup,0.82,cup,100.04,grams,raw,low,88.56,0.04428,41,0.0205,0.9266,0.016546429,0.246,0.003037037,9.594,0.03198,2.788,0.11152,4.756,0.09512,258.3,0.0861,33.046,0.033046,0,0,0.41,0.011714286,0.041,0.045555556,0,0,0,0,0.328,0.018222222,11.972,0.02993,0.1394,0.0697,5.002,0.111155556,35.26,0.050371429,320.128,0.091465143,0.0984,0.001789091,68.962,0.045974667,0.246,0.022363636,0.0656,0.054666667,0.0574,0.044153846,0.984,0.0615,0.1394,0.082,0,0,5.002,0.166733333,8.774,0.020644706,18.942,0.047355,0.2706,0.05412,5.904,0.07872,835.58,0.928422222,0,0,0.6642,0.04428,0.041,0.001863636,0.0164,0.000964706,0.1148,0.006752941,0,0,0,0,0,0,0.1148,0.015944444,0.0574,0.0492,0.1066,0.041,0.1968,0.0246,0.0246,0.041,0.0574,0.0574,0.0082,0.0328,0.0328,0.0328,0.1066,0.0082,0.0246,0.041
44,Carrots_p25_cup,0.25,cup,30.5,grams,raw,low,27,0.0135,12.5,0.00625,0.2825,0.005044643,0.075,0.000925926,2.925,0.00975,0.85,0.034,1.45,0.029,78.75,0.02625,10.075,0.010075,0,0,0.125,0.003571429,0.0125,0.013888889,0,0,0,0,0.1,0.005555556,3.65,0.009125,0.0425,0.02125,1.525,0.033888889,10.75,0.015357143,97.6,0.027885714,0.03,0.000545455,21.025,0.014016667,0.075,0.006818182,0.02,0.016666667,0.0175,0.013461538,0.3,0.01875,0.0425,0.025,0,0,1.525,0.050833333,2.675,0.006294118,5.775,0.0144375,0.0825,0.0165,1.8,0.024,254.75,0.283055556,0,0,0.2025,0.0135,0.0125,0.000568182,0.005,0.000294118,0.035,0.002058824,0,0,0,0,0,0,0.035,0.004861111,0.0175,0.015,0.0325,0.0125,0.06,0.0075,0.0075,0.0125,0.0175,0.0175,0.0025,0.01,0.01,0.01,0.0325,0.0025,0.0075,0.0125
45,Broccoli_1_cup,1,cup,156,grams,raw,very low,139,0.0695,54,0.027,3.71,0.06625,0.64,0.007901235,11.2,0.037333333,5.15,0.206,2.17,0.0434,385.5,0.1285,62.4,0.0624,36,0.018,18.6,0.531428571,0.1,0.111111111,0.01,0.0025,3.12,0.0208,1.05,0.058333333,32.8,0.082,0.3,0.15,0,0,104.5,0.149285714,457,0.130571429,2.5,0.045454545,64,0.042666667,0.7,0.063636364,0.1,0.083333333,0.2,0.153846154,0.86,0.05375,0.3,0.176470588,0,0,0,0,62.5,0.147058824,168.5,0.42125,0.96,0.192,101.2,1.349333333,120.7,0.134111111,0,0,2.26,0.150666667,0.12,0.005454545,0.06,0.003529412,0.27,0.015882353,0,0,0,0,0.19,0.079166667,0.08,0.011111111,0.17,0.3,0.5,0.05,0.81,0.15,0.09,0.14,0.22,0.23,0.06,0.17,0.16,0.19,0.14,0.05,0.09,0.2
46,Broccoli_p5_cup,0.5,cup,78,grams,raw,very low,69.5,0.03475,27,0.0135,1.855,0.033125,0.32,0.003950617,5.6,0.018666667,2.575,0.103,1.085,0.0217,192.75,0.06425,31.2,0.0312,18,0.009,9.3,0.265714286,0.05,0.055555556,0.005,0.00125,1.56,0.0104,0.525,0.029166667,16.4,0.041,0.15,0.075,0,0,52.25,0.074642857,228.5,0.065285714,1.25,0.022727273,32,0.021333333,0.35,0.031818182,0.05,0.041666667,0.1,0.076923077,0.43,0.026875,0.15,0.088235294,0,0,0,0,31.25,0.073529412,84.25,0.210625,0.48,0.096,50.6,0.674666667,60.35,0.067055556,0,0,1.13,0.075333333,0.06,0.002727273,0.03,0.001764706,0.135,0.007941176,0,0,0,0,0.095,0.039583333,0.04,0.005555556,0.085,0.15,0.25,0.025,0.405,0.075,0.045,0.07,0.11,0.115,0.03,0.085,0.08,0.095,0.07,0.025,0.045,0.1
47,Broccoli_p25_cup,0.25,cup,39,grams,raw,very low,34.75,0.017375,13.5,0.00675,0.9275,0.0165625,0.16,0.001975309,2.8,0.009333333,1.2875,0.0515,0.5425,0.01085,96.375,0.032125,15.6,0.0156,9,0.0045,4.65,0.132857143,0.025,0.027777778,0.0025,0.000625,0.78,0.0052,0.2625,0.014583333,8.2,0.0205,0.075,0.0375,0,0,26.125,0.037321429,114.25,0.032642857,0.625,0.011363636,16,0.010666667,0.175,0.015909091,0.025,0.020833333,0.05,0.038461538,0.215,0.0134375,0.075,0.044117647,0,0,0,0,15.625,0.036764706,42.125,0.1053125,0.24,0.048,25.3,0.337333333,30.175,0.033527778,0,0,0.565,0.037666667,0.03,0.001363636,0.015,0.000882353,0.0675,0.003970588,0,0,0,0,0.0475,0.019791667,0.02,0.002777778,0.0425,0.075,0.125,0.0125,0.2025,0.0375,0.0225,0.035,0.055,0.0575,0.015,0.0425,0.04,0.0475,0.035,0.0125,0.0225,0.05
48,Crimi Mushroom_1_cup,1,cup,72,grams,raw,very low,66,0.033,16,0.008,1.8,0.032142857,0.07,0.000864198,3.1,0.010333333,0.43,0.0172,1.24,0.0248,0,0,13,0.013,0,0,0,0,0.36,0.4,0,0,0,0,0.3,0.016666667,6.48,0.0162,0.1,0.05,0,0,86.4,0.123428571,322.6,0.092171429,19,0.345454545,4.3,0.002866667,0.8,0.072727273,0.07,0.058333333,0.35,0.269230769,2.74,0.17125,0.08,0.047058824,0.07,0.029166667,0,0,16,0.037647059,18,0.045,1.08,0.216,0,0,0,0,2.16,0.0054,0.01,0.000666667,0.01,0.000454545,0,0,0.03,0.001764706,0,0,0,0,0,0,0.03,0.004166667,0.13,0.09,0.16,0,0.31,0.08,0.05,0.07,0.11,0.18,0.03,0.07,0.13,0.08,0.08,0.04,0.04,0.08
49,Crimi Mushroom_p5_cup,0.5,cup,36,grams,raw,very low,33,0.0165,8,0.004,0.9,0.016071429,0.035,0.000432099,1.55,0.005166667,0.215,0.0086,0.62,0.0124,0,0,6.5,0.0065,0,0,0,0,0.18,0.2,0,0,0,0,0.15,0.008333333,3.24,0.0081,0.05,0.025,0,0,43.2,0.061714286,161.3,0.046085714,9.5,0.172727273,2.15,0.001433333,0.4,0.036363636,0.035,0.029166667,0.175,0.134615385,1.37,0.085625,0.04,0.023529412,0.035,0.014583333,0,0,8,0.018823529,9,0.0225,0.54,0.108,0,0,0,0,1.08,0.0027,0.005,0.000333333,0.005,0.000227273,0,0,0.015,0.000882353,0,0,0,0,0,0,0.015,0.002083333,0.065,0.045,0.08,0,0.155,0.04,0.025,0.035,0.055,0.09,0.015,0.035,0.065,0.04,0.04,0.02,0.02,0.04
50,Crimi_Mushroom_p25_cup,0.25,cup,18,grams,raw,very low,16.5,0.00825,4,0.002,0.45,0.008035714,0.0175,0.000216049,0.775,0.002583333,0.1075,0.0043,0.31,0.0062,0,0,3.25,0.00325,0,0,0,0,0.09,0.1,0,0,0,0,0.075,0.004166667,1.62,0.00405,0.025,0.0125,0,0,21.6,0.030857143,80.65,0.023042857,4.75,0.086363636,1.075,0.000716667,0.2,0.018181818,0.0175,0.014583333,0.0875,0.067307692,0.685,0.0428125,0.02,0.011764706,0.0175,0.007291667,0,0,4,0.009411765,4.5,0.01125,0.27,0.054,0,0,0,0,0.54,0.00135,0.0025,0.000166667,0.0025,0.000113636,0,0,0.0075,0.000441176,0,0,0,0,0,0,0.0075,0.001041667,0.0325,0.0225,0.04,0,0.0775,0.02,0.0125,0.0175,0.0275,0.045,0.0075,0.0175,0.0325,0.02,0.02,0.01,0.01,0.02
